obs_index,burn_rate_daily,TTS_days,avg_delivery_delay,pct_late_deliveries,quality_incident_rate,supplier_risk_class,criticality_class,news_risk_score,disruption_event_flag,severity_score
177,0.6334001,-0.67337734,-0.23948938,0.15183906,0.0,0.20334668,0.0,0.0,0.0,0.0
178,0.42605084,-0.99955225,-0.087616436,-0.17125873,0.0,0.15967545,0.0,0.0,0.0,0.0
179,0.6421477,-1.1934617,0.27974498,0.091432214,0.0,0.13293916,0.0,0.0,0.0,0.0
180,0.56878924,-1.853039,-0.088494256,-0.08895594,0.0,0.11586714,0.0,0.0,0.0,0.0
181,-0.015848095,-1.8243421,-0.13833839,-0.17416683,0.0,0.12351452,0.0,0.0,0.0,0.0
182,-0.05075442,-1.8112772,-0.38672394,0.2555341,0.0,0.10035466,0.0,0.0,0.0,0.0
183,-0.113478184,-1.9974998,0.18219692,-0.054640442,0.0,0.11099431,0.0,0.0,0.0,0.0
184,0.23536201,-1.4849839,-0.047218647,0.07602495,0.0,0.105945855,0.0,0.0,0.0,0.0
185,0.24578407,-1.6734995,0.105295055,0.016779184,0.0,0.10303732,0.0,0.0,0.0,0.0
186,0.28192854,-1.6247733,0.18219692,-0.054640442,0.0,0.11099431,0.0,0.0,0.0,0.0
187,0.29203284,-1.5951757,0.15615353,-0.11963244,0.0,0.123941116,0.0,0.0,0.0,0.0
188,-0.094,-1.9180129,0.2532693,-0.109955676,0.0,0.13384181,0.0,0.0,0.0,0.0
189,-0.042041913,-1.7858953,-0.48285306,-0.07063591,0.0,0.105945855,0.0,0.0,0.0,0.0
190,0.12840357,-1.9366128,0.37262565,0.60524696,0.0,0.14006497,0.0,0.0,0.0,0.0
191,0.4414774,-1.7677401,0.1088851,-0.21066709,0.0,0.15300645,0.0,0.0,0.0,0.0
192,0.34479317,-1.833738,-0.096708715,-0.046036452,0.0,0.1391582,0.0,0.0,0.0,0.0
193,0.2571244,-1.9010545,-0.06797373,-0.29451507,0.0,0.13278155,0.0,0.0,0.0,0.0
194,0.42421377,-0.97155035,0.20101365,-0.040984564,0.0,0.13871557,0.0,0.0,0.0,0.0
195,0.36827537,-1.1341432,0.029092193,0.1345388,0.0,0.09833935,0.0,0.0,0.0,0.0
196,0.63976943,-1.2866881,0.173641,-0.008866221,0.0,0.159018,0.0,0.0,0.0,0.0
197,0.5523517,-0.7110176,0.20124035,0.046381287,0.0,0.17814963,0.0,0.0,0.0,0.0
198,0.8000889,-0.19179983,0.10883818,0.110623755,0.0,0.22596052,0.0,0.0,0.0,0.0
199,0.6570941,0.17192903,0.20133503,0.0332572,0.0,0.23151799,0.0,0.0,0.0,0.0
200,0.5835967,0.16589455,0.1987293,0.13368307,0.0,0.24934457,0.0,0.0,0.0,0.0
201,-0.06407892,0.8936343,0.26042876,-0.030590687,0.0,0.19113979,0.0,0.0,0.0,0.0
202,0.2096191,0.49076492,0.27234977,0.3527605,0.0,0.14598387,0.0,0.0,0.0,0.0
203,0.036481343,0.19005434,-0.093409844,-0.1356952,0.0,0.20136061,0.0,0.0,0.0,0.0
204,0.6399214,0.15368748,0.73342204,-0.36187926,0.0,0.15044925,0.0,0.0,0.0,0.0
205,0.963477,0.8293375,-0.18227397,-0.2952441,0.0,0.27305207,0.0,0.0,0.0,0.0
206,1.0344825,1.6369734,0.2761915,0.8362248,0.0,0.25411922,0.0,0.0,0.0,0.0
207,0.900193,1.5633687,-0.03460016,0.043588985,0.0,0.249007,0.0,0.0,0.0,0.0
208,1.0375247,1.3822684,0.22747985,0.2249779,0.0,0.2648932,0.0,0.0,0.0,0.0
209,1.0381453,1.4060212,0.33957145,0.06368848,0.0,0.25523156,0.0,0.0,0.0,0.0
210,0.96453434,1.5806326,-0.073996544,0.29960153,0.0,0.2917248,0.0,0.0,0.0,0.0
211,1.068422,1.3020624,0.17790934,0.10997361,0.0,0.25622573,0.0,0.0,0.0,0.0
212,0.92648345,1.5158528,0.25426558,0.62716955,0.0,0.28374755,0.0,0.0,0.0,0.0
213,0.44695666,1.514433,0.11049207,0.026688594,0.0,0.2511684,0.0,0.0,0.0,0.0
214,0.28626636,1.4720026,-0.026779233,0.33123863,0.0,0.073071554,0.0,0.0,0.0,0.0
215,0.66700125,1.6144342,-0.1283793,0.09628497,0.0,0.24899234,0.0,0.0,0.0,0.0
216,0.8193401,1.6299634,-0.14979081,-0.20765358,0.0,0.28132626,0.0,0.0,0.0,0.0
217,0.59692127,1.5350101,0.23200788,0.29660574,0.0,0.298514,0.0,0.0,0.0,0.0
218,1.1164584,1.4519337,-0.0058510504,0.08395112,0.0,0.26410386,0.0,0.0,0.0,0.0
219,1.0003537,1.4325885,0.15762506,0.009544354,0.0,0.26293895,0.0,0.0,0.0,0.0
220,1.0451597,1.4900101,0.20739794,0.46784416,0.0,0.29302815,0.0,0.0,0.0,0.0
221,0.9774133,1.4776752,0.030324748,-0.19391158,0.0,0.26017067,0.0,0.0,0.0,0.0
222,0.7077132,1.3486454,-0.13135077,-0.23556487,0.0,0.25535917,0.0,0.0,0.0,0.0
223,1.0089152,1.2732967,-0.20704338,-0.0024599712,0.0,0.27947098,0.0,0.0,0.0,0.0
224,0.8774598,0.031988896,-0.1597732,-0.24750721,0.0,0.27064347,0.0,0.0,0.0,0.0
225,0.32291934,0.18979526,-0.18131551,0.046389088,0.0,0.20810483,0.0,0.0,0.0,0.0
226,0.7040038,-0.64211935,0.18768845,0.06491955,0.0,0.18815018,0.0,0.0,0.0,0.0
227,0.66882443,-0.7242462,0.15998964,0.4540687,0.0,0.19468096,0.0,0.0,0.0,0.0
228,0.5775328,-0.8746799,0.035864934,0.3199395,0.0,0.119666494,0.0,0.0,0.0,0.0
229,0.5466427,-1.1097361,-0.15755263,0.20972918,0.0,0.16337149,0.0,0.0,0.0,0.0
230,0.3783991,-1.2085981,0.2781185,0.457113,0.0,0.1436018,0.0,0.0,0.0,0.0
231,0.19218394,-1.9458343,-0.004280048,-0.39094174,0.0,0.13871557,0.0,0.0,0.0,0.0
232,0.44840935,-1.8333987,0.1088851,-0.15085205,0.0,0.15191811,0.0,0.0,0.0,0.0
233,0.41172713,-1.9177471,0.25205892,-0.020290028,0.0,0.13910405,0.0,0.0,0.0,0.0
234,0.4060357,-1.9218053,0.03191245,-0.34906104,0.0,0.13858548,0.0,0.0,0.0,0.0
235,-0.08547339,-1.8436656,0.08892319,0.0174055,0.0,0.12294176,0.0,0.0,0.0,0.0
236,0.098933056,-1.8295177,0.47835183,-0.143344,0.0,0.1453892,0.0,0.0,0.0,0.0
237,0.04132328,-1.8878384,-0.07489344,-0.34880555,0.0,0.12294176,0.0,0.0,0.0,0.0
238,0.06586051,-1.7811538,0.21988153,-0.18037571,0.0,0.13206749,0.0,0.0,0.0,0.0
239,-0.030594992,-1.7883501,-0.04700437,0.07602495,0.0,0.105945855,0.0,0.0,0.0,0.0
240,0.06946319,-1.8790926,0.09439743,0.6478406,0.0,0.079049945,0.0,0.0,0.0,0.0
241,0.124867395,-1.922421,0.11132105,0.5978352,0.0,0.078938335,0.0,0.0,0.0,0.0
242,0.28219318,-1.6250081,0.014461193,-0.08936994,0.0,0.110738575,0.0,0.0,0.0,0.0
243,-0.124005064,-1.9457996,0.21337524,0.37106153,0.0,0.13645695,0.0,0.0,0.0,0.0
244,-0.07845082,-1.8518351,-0.2168358,0.09514422,0.0,0.12518796,0.0,0.0,0.0,0.0
245,0.09808539,-1.9429294,0.23275015,-0.06923095,0.0,0.1286959,0.0,0.0,0.0,0.0
246,0.3609406,-1.0869877,-0.47110406,-0.060748056,0.0,0.13392286,0.0,0.0,0.0,0.0
247,0.404041,-1.2278224,0.051133793,-0.09065772,0.0,0.13871557,0.0,0.0,0.0,0.0
248,0.5360492,-0.9331502,-0.21831246,0.12826352,0.0,0.12342636,0.0,0.0,0.0,0.0
249,0.5515652,-0.9508506,-0.047863934,-0.0041400273,0.0,0.15824144,0.0,0.0,0.0,0.0
