event_id,publish_date,disruption_type,location_entities,severity_score,predicted_label,predicted_probability
b5b378303e,2016-08-24,PORT_CONGESTION,"VI,US,JP",8,1,0.8864
3cc1f49ab6,1472130981000,PORT_CONGESTION,"HK,VI",9,1,0.9214
9549d7a64b,2016-08-25,PORT_CONGESTION,UNKNOWN,8,1,0.8294
4442f29f96,2016-08-25,PORT_CONGESTION,UNKNOWN,7,1,0.765
17e942fba6,2016-08-30,PORT_CONGESTION,UNKNOWN,5,1,0.5313
a38aa4a486,2016-08-31,PORT_CONGESTION,UNKNOWN,8,1,0.8148
7e2876577d,1472736576000,PORT_CONGESTION,IN,5,1,0.5914
f9496fb7f1,2016-09-02,PORT_CONGESTION,"CN,BR,VI,US",5,1,0.5572
33b8d60b20,2016-09-02,PORT_CONGESTION,"CN,VI",8,1,0.8179
91a5e7fa64,2016-09-02,PORT_CONGESTION,"US,CN,ES,GH",6,1,0.6054
adba5ab4e6,1473182780000,PORT_CONGESTION,UNKNOWN,9,1,0.9122
e4bb214350,2016-09-08,PORT_CONGESTION,UNKNOWN,6,1,0.614
179d9f997f,2016-09-08,PORT_CONGESTION,NO,8,1,0.8348
447849b03c,2016-09-12,PORT_CONGESTION,VI,7,1,0.7817
0e0c067ee4,2016-09-12,PORT_CONGESTION,UNKNOWN,9,1,0.9018
e16179aae1,1473781556000,PORT_CONGESTION,"DE,CN,PL,RU,KZ,FR",6,1,0.6671
3c025418d6,1473714081000,PORT_CONGESTION,UNKNOWN,7,1,0.7667
db23d8b4b0,2016-09-13,PORT_CONGESTION,UNKNOWN,8,1,0.8402
a4a946fdf8,2016-09-13,PORT_CONGESTION,"VI,US,GH",8,1,0.829
1215fab2d3,2016-09-15,PORT_CONGESTION,UNKNOWN,8,1,0.8502
fbd3f72f5b,2016-09-16,PORT_CONGESTION,VI,5,1,0.5276
14ba1a4663,1474046201000,PORT_CONGESTION,UNKNOWN,7,1,0.7205
53fba073a0,2016-09-19,PORT_CONGESTION,"VI,KR",9,1,0.9218
c89cfafc4e,2016-09-19,PORT_CONGESTION,KP,9,1,0.9307
97c8cf765f,2016-09-20,PORT_CONGESTION,UNKNOWN,5,1,0.5505
84a6e3e040,2016-09-20,PORT_CONGESTION,"VI,CN",9,1,0.9128
8002d8aa43,1474468774000,PORT_CONGESTION,"VI,US,FR",7,1,0.7352
62fcca23fb,1474509470000,PORT_CONGESTION,"ID,CN,DE,JP,HK,SG,VI",5,1,0.501
fc968699f8,1474488221000,PORT_CONGESTION,CH,9,1,0.9129
4506781886,2016-09-22,PORT_CONGESTION,VI,8,1,0.8387
952e2b81a2,2016-09-26,PORT_CONGESTION,UNKNOWN,6,1,0.668
f784c67968,1474917521000,PORT_CONGESTION,"HK,US",8,1,0.8617
2cc2b2d6ba,1475076968000,PORT_CONGESTION,US,7,1,0.7481
01244bbb3a,1475070653000,PORT_CONGESTION,"US,JP",9,1,0.9311
8c40923af0,1475003874000,PORT_CONGESTION,CN,6,1,0.6454
a189f0c086,2016-09-29,PORT_CONGESTION,UNKNOWN,7,1,0.7559
066169f216,2016-09-30,PORT_CONGESTION,VI,9,1,0.9206
3e06f6b20f,2016-09-30,PORT_CONGESTION,UNKNOWN,6,1,0.6303
448215bb50,2016-09-30,PORT_CONGESTION,UNKNOWN,8,1,0.8645
cf9dbbd186,1475596478000,PORT_CONGESTION,GB,6,1,0.6539
7a2eb6cbac,2016-10-06,PORT_CONGESTION,UNKNOWN,8,1,0.8674
deffadc305,1475882479000,PORT_CONGESTION,UNKNOWN,9,1,0.9256
885c83d1dc,2016-10-10,PORT_CONGESTION,VI,7,1,0.7339
784c26a270,1476122339000,PORT_CONGESTION,TH,7,1,0.709
6d1fe2cf89,2016-10-11,PORT_CONGESTION,UNKNOWN,8,1,0.8095
21e3845b2a,2016-10-11,PORT_CONGESTION,"CA,VI",8,1,0.8992
5d888e71e1,2016-10-11,PORT_CONGESTION,"VI,DE",7,1,0.7053
6b2fcd3954,1476290094000,PORT_CONGESTION,"US,CA,JP,CN,KR",7,1,0.787
62109a3a2c,2016-10-12,PORT_CONGESTION,UNKNOWN,7,1,0.7583
b89bae87b3,1476448285000,PORT_CONGESTION,CN,8,1,0.8988
4769e9c80c,1476390797000,PORT_CONGESTION,"CA,US",7,1,0.7431
8922d1e39d,1476703973000,PORT_CONGESTION,"US,KR,VI",8,1,0.841
1243a52bff,2016-10-17,PORT_CONGESTION,UNKNOWN,9,1,0.9121
6ee93885da,1476803171000,PORT_CONGESTION,UNKNOWN,5,1,0.5253
cd5ba311f2,1476823927000,PORT_CONGESTION,"US,GB",9,1,0.9011
51e365d8ee,1477562400000,PORT_CONGESTION,"AU,US,CN",7,1,0.7586
52052d7f59,1477502105000,PORT_CONGESTION,US,7,1,0.7891
7bf5fed65d,1477746059000,PORT_CONGESTION,"FR,DK,CN",8,1,0.823
96d8ef0a6c,1477939041000,PORT_CONGESTION,UNKNOWN,8,1,0.888
5c8cf3d1d5,2016-11-01,PORT_CONGESTION,UNKNOWN,5,1,0.5248
f396821d3f,1478028445000,PORT_CONGESTION,US,8,1,0.8538
a7f84b3400,2016-11-02,PORT_CONGESTION,UNKNOWN,5,1,0.5713
0a35720547,1478189879000,PORT_CONGESTION,"US,GB,VI",6,1,0.6696
2f0c4fcb84,2016-11-03,PORT_CONGESTION,UNKNOWN,5,1,0.5947
bd1f34a669,1478266993000,PORT_CONGESTION,"NZ,NL",7,1,0.7289
97761a2efb,1478524361000,PORT_CONGESTION,"JP,US,CN",7,1,0.7484
07a455136c,2016-11-07,PORT_CONGESTION,UNKNOWN,7,1,0.725
10ec1cbfb0,1478619933000,PORT_CONGESTION,UNKNOWN,6,1,0.6034
1d0c8957bc,2016-11-10,PORT_CONGESTION,UNKNOWN,5,1,0.5723
a3add1a60b,2016-11-10,PORT_CONGESTION,MX,6,1,0.6909
ddaa990e21,2016-11-11,PORT_CONGESTION,UNKNOWN,7,1,0.7868
13e3b7fcfd,1479045633000,PORT_CONGESTION,US,5,1,0.5759
7acd2f8cab,2016-11-14,PORT_CONGESTION,UNKNOWN,9,1,0.9299
61cd13db7c,2016-11-15,PORT_CONGESTION,"RU,BR,CA,KZ,FR",6,1,0.6311
6e22f507d1,2016-11-15,PORT_CONGESTION,VI,6,1,0.6134
9b5c5cbb69,1479507137000,GENERAL_DISRUPTION,"US,GE",5,1,0.5758
f53ea2ff00,2016-11-21,PORT_CONGESTION,UNKNOWN,6,1,0.6921
635196e50a,1480345263000,PORT_CONGESTION,"JP,MM",8,1,0.8251
fa9188dee2,2016-11-29,PORT_CONGESTION,UNKNOWN,9,1,0.9149
c8f65e2269,1480462487000,PORT_CONGESTION,"US,JP",8,1,0.8137
b20ee8287e,2016-11-30,PORT_CONGESTION,UNKNOWN,5,1,0.5141
8240ee9d4d,2016-12-06,PORT_CONGESTION,"JM,VI",6,1,0.6866
c0024450e8,1481063657000,PORT_CONGESTION,US,9,1,0.9179
4a266b1612,1481568254000,PORT_CONGESTION,IN,5,1,0.509
87b10cda5b,2016-12-14,PORT_CONGESTION,UNKNOWN,6,1,0.6108
4a8e731fba,1481808044000,PORT_CONGESTION,IN,8,1,0.8466
669bf0fecf,2016-12-16,PORT_CONGESTION,UNKNOWN,8,1,0.8517
878ec35fae,2016-12-19,PORT_CONGESTION,"US,GQ",7,1,0.7727
8cf93c2288,2016-12-19,PORT_CONGESTION,UNKNOWN,8,1,0.8734
6b0301e1b2,2016-12-19,PORT_CONGESTION,"VI,CN",6,1,0.632
fba480da25,2016-12-20,PORT_CONGESTION,UNKNOWN,6,1,0.6227
77ea7dd5cd,2016-12-20,PORT_CONGESTION,UNKNOWN,5,1,0.5318
f29920b169,2016-12-21,PORT_CONGESTION,"MX,VI",7,1,0.7929
281fd75cf8,2016-12-21,PORT_CONGESTION,"VI,CA,PR",7,1,0.7364
64ccba792b,2016-12-22,PORT_CONGESTION,UNKNOWN,6,1,0.6595
82397dc4a1,2016-12-22,PORT_CONGESTION,VI,7,1,0.7936
f635791575,2016-12-29,PORT_CONGESTION,UNKNOWN,9,1,0.9082
cd4c927dda,2016-12-29,PORT_CONGESTION,"VI,US,AS",9,1,0.9183
7fc2f35177,2017-01-04,PORT_CONGESTION,AT,8,1,0.8093
fe5688efd2,1484170359000,PORT_CONGESTION,US,8,1,0.8
497d307034,1484487009000,PORT_CONGESTION,US,9,1,0.9019
673cb13e9c,2017-01-17,LABOR_STRIKE,UNKNOWN,7,1,0.7106
040adcc48b,2017-01-19,PORT_CONGESTION,"CN,VN,BN,MY,PH,TW",6,1,0.6461
4e6d4da125,2017-01-23,PORT_CONGESTION,"BR,AU",9,1,0.9018
16bd8b1694,2017-01-23,PORT_CONGESTION,"CN,CR",6,1,0.692
b8202cf24e,2017-01-26,PORT_CONGESTION,UNKNOWN,5,1,0.4946
5df2dc7d9e,2017-01-27,PORT_CONGESTION,UNKNOWN,7,1,0.7726
e768cad2d0,2017-02-03,PORT_CONGESTION,UNKNOWN,7,1,0.7246
5bd4fc30c4,2017-02-03,PORT_CONGESTION,UNKNOWN,5,1,0.5281
ce2a9868f5,1486216825000,PORT_CONGESTION,"MX,US,CN,VI,CA",9,1,0.9192
20d061dcd5,2017-02-07,PORT_CONGESTION,"DE,VI,CA,US,GE",8,1,0.841
0971c8c5e7,1486568576000,PORT_CONGESTION,NL,6,1,0.6045
884d7cb3d3,1486652902000,PORT_CONGESTION,"HK,US,CN",5,1,0.5795
db58489ad7,1486593514000,PORT_CONGESTION,US,7,1,0.7456
611f06015b,1486908042000,PORT_CONGESTION,US,9,1,0.9158
6ba5dd3806,1486997702000,PORT_CONGESTION,"VI,JP,US",5,1,0.5072
c0fc88ba48,1487168270000,PORT_CONGESTION,RU,7,1,0.7605
4de59cca3f,1487187879000,PORT_CONGESTION,"US,VI",9,1,0.9279
34f85a9ff5,2017-02-16,PORT_CONGESTION,"CN,GB,MN,RU,KZ,DE,ES,JP,TW,KP,VN,TR",7,1,0.7676
6f6d459740,2017-02-21,PORT_CONGESTION,UNKNOWN,8,1,0.8221
4dd0d0a001,2017-02-27,PORT_CONGESTION,VI,8,1,0.8618
11eb63fdec,1488235070000,PORT_CONGESTION,US,8,1,0.8954
b1355bccdb,1488218845000,PORT_CONGESTION,US,9,1,0.9057
65489c294a,1488380009000,PORT_CONGESTION,UNKNOWN,6,1,0.6789
f21e30af58,1488362457000,PORT_CONGESTION,US,8,1,0.8149
199d3d2b5e,2017-03-01,PORT_CONGESTION,VI,7,1,0.7802
bc557913cf,2017-03-01,PORT_CONGESTION,UNKNOWN,9,1,0.9132
9ee7ab43f0,1488463811000,PORT_CONGESTION,UNKNOWN,8,1,0.8471
c57b46cc67,1488494607000,PORT_CONGESTION,"US,VI,CA",7,1,0.7161
e896e0f369,1488493168000,PORT_CONGESTION,"US,VI",9,1,0.9054
4d532017a2,2017-03-03,PORT_CONGESTION,VI,6,1,0.6694
a8d2634574,2017-03-03,PORT_CONGESTION,UNKNOWN,6,1,0.6538
e0730c875a,1488718856000,PORT_CONGESTION,UNKNOWN,8,1,0.8561
923900d744,1488982391000,PORT_CONGESTION,UNKNOWN,6,1,0.6774
9781091499,2017-03-08,PORT_CONGESTION,NL,5,1,0.4971
65d18b13d3,2017-03-08,PORT_CONGESTION,UNKNOWN,6,1,0.6031
40a032013c,1489008925000,PORT_CONGESTION,VI,8,1,0.8998
ac51695f4d,2017-03-09,PORT_CONGESTION,CN,7,1,0.7867
e3e4036437,2017-03-10,PORT_CONGESTION,US,6,1,0.6945
c580dc474a,2017-03-13,PORT_CONGESTION,UNKNOWN,9,1,0.9042
3e06e11107,2017-03-13,PORT_CONGESTION,VI,7,1,0.794
67d6bd4321,2017-03-13,LABOR_STRIKE,UNKNOWN,7,1,0.7986
433b8bf8be,2017-03-13,PORT_CONGESTION,UNKNOWN,9,1,0.9255
cec300bc18,2017-03-14,PORT_CONGESTION,UNKNOWN,7,1,0.7465
895ad1090e,2017-03-15,PORT_CONGESTION,"CN,IN",9,1,0.9272
93938c5629,2017-03-15,PORT_CONGESTION,GB,7,1,0.7413
0d4c9e3056,1489606118000,PORT_CONGESTION,US,8,1,0.8998
a63fa9b146,2017-03-16,PORT_CONGESTION,VI,9,1,0.9366
1db1f6f532,2017-03-16,PORT_CONGESTION,UNKNOWN,8,1,0.8998
5f16e53e52,2017-03-17,PORT_CONGESTION,"GB,VI",8,1,0.845
43cc9cb92c,1490013901000,PORT_CONGESTION,UNKNOWN,8,1,0.8397
68c61c4133,2017-03-20,PORT_CONGESTION,UNKNOWN,8,1,0.8883
b5793eb912,1490117298000,PORT_CONGESTION,UNKNOWN,9,1,0.9057
ba02c90c9d,1490202869000,PORT_CONGESTION,US,8,1,0.8989
30e22dd064,2017-03-24,PORT_CONGESTION,UNKNOWN,8,1,0.8927
c2a073e5f9,2017-03-24,PORT_CONGESTION,UNKNOWN,8,1,0.8345
9f7c35c643,2017-03-27,PORT_CONGESTION,UNKNOWN,6,1,0.6745
e4ffdc946e,2017-03-27,PORT_CONGESTION,UNKNOWN,7,1,0.7642
5850f45174,2017-03-28,PORT_CONGESTION,UNKNOWN,9,1,0.9032
f9e0c0366c,2017-03-28,PORT_CONGESTION,UNKNOWN,9,1,0.918
51488962d0,1490789438000,PORT_CONGESTION,HK,7,1,0.7896
989880712d,1490781602000,PORT_CONGESTION,UNKNOWN,5,1,0.58
292e7f7131,2017-03-29,PORT_CONGESTION,UNKNOWN,8,1,0.881
d3dcb6fb2f,2017-03-31,PORT_CONGESTION,UNKNOWN,9,1,0.9084
87377cbc45,2017-04-03,PORT_CONGESTION,UNKNOWN,8,1,0.8696
9add4e6e70,2017-04-03,PORT_CONGESTION,UNKNOWN,9,1,0.9085
c3e1675a63,2017-04-04,PORT_CONGESTION,UNKNOWN,7,1,0.7473
b322bae96a,2017-04-05,PORT_CONGESTION,UNKNOWN,8,1,0.8159
8a5840d3df,1491414892000,PORT_CONGESTION,"GB,CN",7,1,0.7552
e6e24e13ab,2017-04-06,PORT_CONGESTION,"GE,US,VI",8,1,0.8584
1973376ef5,2017-04-06,PORT_CONGESTION,VI,7,1,0.7717
d9b32cc90d,1491600575000,PORT_CONGESTION,UNKNOWN,9,1,0.906
b058e398b9,1491840831000,PORT_CONGESTION,JP,6,1,0.639
70e9562f00,2017-04-10,PORT_CONGESTION,"FR,GB",9,1,0.906
bec616c9c2,2017-04-10,PORT_CONGESTION,"DE,CH",7,1,0.7307
caa58266b3,2017-04-12,PORT_CONGESTION,CA,7,1,0.766
e529f3e0c8,2017-04-12,GENERAL_DISRUPTION,"US,AS,VI",8,1,0.8945
4f26c39a4a,2017-04-17,PORT_CONGESTION,UNKNOWN,8,1,0.8838
2de1afdd53,1492527246000,PORT_CONGESTION,UNKNOWN,8,1,0.8157
319866c34e,1492702889000,PORT_CONGESTION,UNKNOWN,6,1,0.6066
804d65d179,1492720573000,PORT_CONGESTION,UNKNOWN,8,1,0.8545
b137c44ee9,2017-04-21,PORT_CONGESTION,GB,8,1,0.8553
2d225e0f76,1492795426000,PORT_CONGESTION,UNKNOWN,6,1,0.6561
059adf7827,1493131976000,GEOPOLITICAL,AU,7,1,0.5
97e1ecb2d1,1493181117000,PORT_CONGESTION,UNKNOWN,8,1,0.8174
ce0877cd84,1493386931000,PORT_CONGESTION,"JP,US",5,1,0.5642
e87c4991f0,2017-05-01,PORT_CONGESTION,"VI,DJ",5,1,0.596
b92344dde5,2017-05-01,PORT_CONGESTION,UNKNOWN,7,1,0.7839
eaf49f78ae,2017-05-01,PORT_CONGESTION,"VI,MZ,CO,MY,CN",7,1,0.7551
221a4541ff,2017-05-02,PORT_CONGESTION,"US,GB",8,1,0.8573
a768634253,1493824424000,PORT_CONGESTION,"NL,US,VI,CN",5,1,0.5128
07a5ddcf7a,1493752899000,PORT_CONGESTION,US,8,1,0.8243
371add48f3,2017-05-03,PORT_CONGESTION,UNKNOWN,5,1,0.5947
c8126c9590,2017-05-04,PORT_CONGESTION,UNKNOWN,6,1,0.654
91287c6e45,1493982796000,PORT_CONGESTION,"SG,HK",8,1,0.8975
d948e4a374,2017-05-08,PORT_CONGESTION,"CA,VI",6,1,0.6666
c0f6234626,2017-05-08,PORT_CONGESTION,UNKNOWN,5,1,0.5391
f01a364e42,2017-05-09,PORT_CONGESTION,UNKNOWN,9,1,0.9053
3ca7319b74,1494423620000,PORT_CONGESTION,"JP,US,CN",7,1,0.7755
b7c15fc475,2017-05-10,PORT_CONGESTION,UNKNOWN,6,1,0.6199
6d62cceed8,1494508131000,PORT_CONGESTION,"GB,NL,CN,US",5,1,0.5179
fa65efccc1,2017-05-11,PORT_CONGESTION,UNKNOWN,8,1,0.822
01a1253876,1494523971000,PORT_CONGESTION,"US,MX,IN,VI,JP",7,1,0.7615
f0ed404a70,1494614904000,PORT_CONGESTION,"US,VI",6,1,0.6457
626039e768,2017-05-15,PORT_CONGESTION,UNKNOWN,5,1,0.5056
da1fd5d2c9,1494930689000,PORT_CONGESTION,US,7,1,0.7652
1641365d66,2017-05-16,PORT_CONGESTION,UNKNOWN,8,1,0.8531
84ae9ed46a,1494963674000,PORT_CONGESTION,"LA,US",8,1,0.8845
5c733542d4,2017-05-17,SUPPLIER_FINANCIAL,UNKNOWN,8,1,0.6399
de26e60fd8,1495115431000,PORT_CONGESTION,BD,8,1,0.8511
70246b81f6,2017-05-18,GENERAL_DISRUPTION,UNKNOWN,5,1,0.5711
e77d63d78f,1495202077000,PORT_CONGESTION,IN,6,1,0.6506
a235635bc5,2017-05-19,PORT_CONGESTION,TR,6,1,0.6163
b2576903c8,2017-05-23,PORT_CONGESTION,UNKNOWN,6,1,0.6461
87b1d17305,1495571330000,PORT_CONGESTION,"IL,ES,GB,US,JM",8,1,0.8003
9caa66174d,1495804863000,PORT_CONGESTION,"MM,JP,CN",5,1,0.5086
4875e9c1d0,1496324757000,PORT_CONGESTION,VI,9,1,0.9041
ac7c8efe3d,2017-06-05,GENERAL_DISRUPTION,UNKNOWN,7,1,0.7909
de36f0e25f,2017-06-05,PORT_CONGESTION,UNKNOWN,8,1,0.8062
fd50f71ce0,1496760250000,PORT_CONGESTION,DE,7,1,0.7933
d4e32a0a78,1496746673000,PORT_CONGESTION,"GB,HK,VI,DE,CH,CN,NL,FR",6,1,0.6777
ceaa2ece61,1496737142000,PORT_CONGESTION,SG,8,1,0.822
275d9968cd,2017-06-06,PORT_CONGESTION,UNKNOWN,7,1,0.7266
940f1eea6f,1496865730000,PORT_CONGESTION,UNKNOWN,8,1,0.8813
9690047bc4,2017-06-08,PORT_CONGESTION,UNKNOWN,6,1,0.641
4ceb0b5b7b,1497047135000,PORT_CONGESTION,VI,9,1,0.9211
0952f0d3ea,2017-06-13,PORT_CONGESTION,VI,9,1,0.9322
eac347d07e,2017-06-14,PORT_CONGESTION,CH,8,1,0.8875
0d14c4a9a3,2017-06-15,PORT_CONGESTION,"CN,GB",9,1,0.9163
64edbf89ef,1497563651000,PORT_CONGESTION,"US,NL,BE",6,1,0.604
72cda4b510,2017-06-16,PORT_CONGESTION,UNKNOWN,8,1,0.881
aff187037b,2017-06-16,PORT_CONGESTION,UNKNOWN,7,1,0.7458
e788b9c260,1497974432000,PORT_CONGESTION,KN,9,1,0.9299
0d468346bc,1497970483000,PORT_CONGESTION,"CN,SG,RU,US",8,1,0.8669
3e836514a2,1497961664000,PORT_CONGESTION,UNKNOWN,9,1,0.9228
af3d89f3db,2017-06-20,PORT_CONGESTION,"VI,CA",5,1,0.5771
25156d0a96,1498150559000,PORT_CONGESTION,"HK,CN",9,1,0.9194
3338e90d21,2017-06-23,LABOR_STRIKE,GB,7,1,0.7311
9af0b59b90,2017-06-23,PORT_CONGESTION,UNKNOWN,5,1,0.5563
2821d235f7,1498576035000,PORT_CONGESTION,"LA,US,UA,AF",7,1,0.765
36376e1a0b,1498512304000,PORT_CONGESTION,US,7,1,0.7557
a6c059464c,2017-06-27,PORT_CONGESTION,VI,5,1,0.5295
a80e039e64,1498668640000,PORT_CONGESTION,"AF,BE,CA,US",8,1,0.8966
95a7df1377,1498649549000,PORT_CONGESTION,"CN,US,GH",9,1,0.9321
601e596d9a,1498648657000,PORT_CONGESTION,IN,9,1,0.9006
3accc32984,1498601000000,PORT_CONGESTION,"US,GH",7,1,0.751
cad5fed3f8,2017-06-28,PORT_CONGESTION,UNKNOWN,8,1,0.8416
e26d522ceb,1498745436000,PORT_CONGESTION,"CN,VI",8,1,0.8699
701510fa66,1498743625000,PORT_CONGESTION,IN,9,1,0.9185
06e87736fc,1498702280000,PORT_CONGESTION,UNKNOWN,8,1,0.8872
782539886a,1498680766000,PORT_CONGESTION,"US,UA,AU",9,1,0.9106
9bc5f3ffdc,1498829013000,PORT_CONGESTION,BR,9,1,0.9087
31a81dc4b8,1498800840000,PORT_CONGESTION,"ES,BE,CN",6,1,0.6807
fa2f486732,1498769191000,PORT_CONGESTION,US,9,1,0.916
9c8676c461,1498768947000,PORT_CONGESTION,US,9,1,0.9066
d5430052f1,2017-06-30,PORT_CONGESTION,"VI,US",5,1,0.563
a65c17da27,1498861550000,PORT_CONGESTION,US,8,1,0.8809
6fe5aea104,1498850784000,PORT_CONGESTION,"LA,US",8,1,0.8535
3d3a76a176,1499102296000,PORT_CONGESTION,US,9,1,0.9284
32a2b6a399,1499271800000,PORT_CONGESTION,"US,VI,GH,RU",8,1,0.8695
8aedf27c5a,2017-07-05,PORT_CONGESTION,UNKNOWN,5,1,0.5149
19533e220c,1499439061000,PORT_CONGESTION,UNKNOWN,8,1,0.8983
ef8ce0e21e,1499409879000,PORT_CONGESTION,UNKNOWN,8,1,0.8996
91b4e55667,2017-07-07,PORT_CONGESTION,"BR,US",8,1,0.8803
bd7cd28034,1499518836000,PORT_CONGESTION,"PG,FR",6,1,0.6442
afabc3b1e5,2017-07-10,PORT_CONGESTION,KE,8,1,0.8233
5e3a4f9317,2017-07-10,PORT_CONGESTION,"IN,CN,VI",6,1,0.6879
dae6839963,1499726069000,PORT_CONGESTION,"JM,US",9,1,0.9119
827ab4ccc9,2017-07-11,PORT_CONGESTION,"VI,IN,ES,NL",8,1,0.8062
e55422dfa5,1499877643000,PORT_CONGESTION,US,7,1,0.7468
e5ee10b2d5,1499812749000,PORT_CONGESTION,"JM,US",9,1,0.9078
28ed015903,2017-07-12,PORT_CONGESTION,UNKNOWN,6,1,0.6304
cdce9abfcd,2017-07-12,PORT_CONGESTION,UNKNOWN,7,1,0.7452
0fd3fbedcb,1499963925000,PORT_CONGESTION,UA,9,1,0.9136
b558011520,1499944850000,PORT_CONGESTION,CN,8,1,0.8673
a793976262,1499942989000,PORT_CONGESTION,UNKNOWN,9,1,0.9142
6cf241f130,2017-07-13,PORT_CONGESTION,VI,6,1,0.6838
1cf64a77fe,2017-07-13,PORT_CONGESTION,VI,5,1,0.5847
a3ed2b2f4c,1500012382000,PORT_CONGESTION,UNKNOWN,8,1,0.8924
ca7a128d42,2017-07-14,PORT_CONGESTION,"CN,GB,FR",5,1,0.5863
05de216ce3,2017-07-14,PORT_CONGESTION,NZ,6,1,0.655
600e84d10e,2017-07-14,PORT_CONGESTION,"US,VI",7,1,0.7366
c50d73092b,2017-07-17,GENERAL_DISRUPTION,"AS,VI,US",6,1,0.6421
d5f6e537cf,1500389562000,PORT_CONGESTION,US,6,1,0.6483
b9d3f153fe,2017-07-18,GENERAL_DISRUPTION,US,5,1,0.5218
af07352d8e,1500412736000,PORT_CONGESTION,"JM,US",8,1,0.8986
bb061d2f32,2017-07-19,PORT_CONGESTION,"VI,GH,RU",6,1,0.6369
7685676f9a,1500561827000,PORT_CONGESTION,UNKNOWN,5,1,0.5751
02e12d6536,2017-07-20,GEOPOLITICAL,UNKNOWN,10,1,0.9032
c932b29f47,2017-07-21,PORT_CONGESTION,UNKNOWN,5,1,0.567
a964249ccb,1500906439000,PORT_CONGESTION,"US,BR,CN,VI",8,1,0.8769
65bbb22362,2017-07-24,PORT_CONGESTION,UNKNOWN,6,1,0.6133
1743d287b7,1501171056000,PORT_CONGESTION,UNKNOWN,9,1,0.9326
eabd1f698e,1501248161000,PORT_CONGESTION,"JP,US,HK",6,1,0.6192
7f2e67c903,2017-07-28,PORT_CONGESTION,UNKNOWN,7,1,0.7971
1363e96cd6,2017-07-28,PORT_CONGESTION,"KI,VI",8,1,0.8361
623fbc9b3d,2017-07-28,PORT_CONGESTION,UNKNOWN,5,1,0.5521
9cda14bcc6,1501671106000,PORT_CONGESTION,CN,8,1,0.8679
7d79dcd9c1,1501628142000,PORT_CONGESTION,HK,8,1,0.8703
f0669d9b45,2017-08-02,PORT_CONGESTION,UNKNOWN,8,1,0.857
3e0289ea8e,1501773911000,PORT_CONGESTION,US,7,1,0.7525
ea0ff9a104,2017-08-03,PORT_CONGESTION,GB,7,1,0.768
e1e0a94313,1501860232000,PORT_CONGESTION,JP,5,1,0.5073
7b1e71b2c1,1501850523000,PORT_CONGESTION,"US,BD,AU,VN,CN,IN",8,1,0.8627
8feac0e8c4,1501848609000,PORT_CONGESTION,"NL,US",7,1,0.7512
9ce5128fa5,2017-08-09,PORT_CONGESTION,UNKNOWN,8,1,0.8048
0e445b69e9,2017-08-09,PORT_CONGESTION,BR,7,1,0.7374
672306dc7f,1502299124000,LABOR_STRIKE,US,9,1,0.9091
46553f079f,2017-08-10,PORT_CONGESTION,UNKNOWN,7,1,0.7615
f866cb647b,2017-08-10,PORT_CONGESTION,UNKNOWN,9,1,0.9016
40be75a47a,2017-08-10,PORT_CONGESTION,US,5,1,0.5344
a6190c8a5f,2017-08-10,PORT_CONGESTION,"GE,VI",5,1,0.5328
c0bc3ebd2d,2017-08-11,GENERAL_DISRUPTION,"VI,AS",8,1,0.8754
bdce19e8f0,1502710925000,PORT_CONGESTION,UNKNOWN,5,1,0.5499
2fdf1fc934,1502802281000,PORT_CONGESTION,"SG,BE,CN",7,1,0.7759
76fad6659b,1502747604000,PORT_CONGESTION,US,5,1,0.5047
ad494108f5,2017-08-15,PORT_CONGESTION,UNKNOWN,7,1,0.7762
aecb97f5e7,1502897133000,PORT_CONGESTION,"US,GH,ID,SG,HK",9,1,0.9105
847a46a469,1502830325000,PORT_CONGESTION,UNKNOWN,9,1,0.9087
a6566db128,1502980349000,PORT_CONGESTION,"GB,NL,SE,FI,EE,DK,LT,RU,PL,FR,DE",8,1,0.8915
69bbdf293d,1503069092000,PORT_CONGESTION,"US,HK",5,1,0.5704
f10f775272,1503006254000,PORT_CONGESTION,"LA,US",8,1,0.8322
328890ceb1,2017-08-18,PORT_CONGESTION,VI,6,1,0.6887
4c24fa08ca,2017-08-18,PORT_CONGESTION,"VI,US,AS,CN,IN",6,1,0.6631
fb7de35d57,1503317863000,PORT_CONGESTION,"SG,IN,US,GH",8,1,0.8686
701c5d9cd9,2017-08-22,PORT_CONGESTION,LB,6,1,0.6143
457ce2337c,2017-08-22,GEOPOLITICAL,"GB,IE",8,1,0.6776
0d52956317,2017-08-22,PORT_CONGESTION,UNKNOWN,8,1,0.82
355c141b3e,1503429021000,PORT_CONGESTION,"QA,SA,OM",8,1,0.8514
4a4099f468,2017-08-23,PORT_CONGESTION,UNKNOWN,7,1,0.7766
1dfc913f8c,1503526232000,PORT_CONGESTION,UNKNOWN,7,1,0.7829
0dda7fa03b,2017-08-24,PORT_CONGESTION,CN,8,1,0.8306
cb2f062793,1503672646000,PORT_CONGESTION,"VI,US",7,1,0.7545
937912ad89,1503611321000,PORT_CONGESTION,US,9,1,0.9253
32e4f18ec7,2017-08-25,PORT_CONGESTION,UNKNOWN,5,1,0.571
d8d7b1b786,2017-08-28,PORT_CONGESTION,UA,7,1,0.7752
d5ad226a42,2017-08-29,PORT_CONGESTION,UNKNOWN,5,1,0.5063
